confidence,end,id,metadata,start,text,type
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,650,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""650""}",,650,CARDINAL
1.0,,10,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10""}",,10,CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,start_char=31,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=31""}",,start_char=31,PERSON
1.0,,December,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""December""}",,December,DATE
1.0,,2017,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2017""}",,2017,DATE
1.0,,2021,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2021""}",,2021,DATE
1.0,,Entity(text='70,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='70""}",,Entity(text='70,PERSON
1.0,,'70%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'70%""}",,'70%,PERCENT
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,about $150 billion,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""about $150 billion""}",,about $150 billion,MONEY
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,CoinGlass,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""CoinGlass""}",,CoinGlass,ORG
1.0,,8230;]</p>\n,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8230;]</p>\\n""}",,8230;]</p>\n,CARDINAL
1.0,,$150 billion,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""$150 billion""}",,$150 billion,MONEY
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,652,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""652""}",,652,CARDINAL
1.0,,9,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""9""}",,9,CARDINAL
1.0,,Entity(text='about $150 billion,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='about $150 billion""}",,Entity(text='about $150 billion,MONEY
1.0,,start_char=64,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=64""}",,start_char=64,GPE
1.0,,about $150 billion,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""about $150 billion""}",,about $150 billion,MONEY
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,CoinGlass,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""CoinGlass""}",,CoinGlass,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,$150 billion,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""$150 billion""}",,$150 billion,MONEY
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,2.68,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2.68""}",,2.68,CARDINAL
1.0,,2.69,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2.69""}",,2.69,CARDINAL
1.0,,Dec. 25,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 25""}",,Dec. 25,DATE
1.0,,Dec. 24,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 24""}",,Dec. 24,DATE
1.0,,BleepingComputer,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BleepingComputer""}",,BleepingComputer,ORG
1.0,,2.68,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2.68""}",,2.68,CARDINAL
1.0,,8230;]</p>\n,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8230;]</p>\\n""}",,8230;]</p>\n,CARDINAL
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,723,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""723""}",,723,CARDINAL
1.0,,12,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""12""}",,12,CARDINAL
1.0,,Entity(text='2.68,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='2.68""}",,Entity(text='2.68,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,25,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""25""}",,25,CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Dec. 25',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 25'""}",,Dec. 25',DATE
1.0,,24,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""24""}",,24,CARDINAL
1.0,,Dec. 24',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 24'""}",,Dec. 24',DATE
1.0,,Entity(text='2.68,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='2.68""}",,Entity(text='2.68,ORG
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,this year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""this year""}",,this year,DATE
1.0,,December 26,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""December 26""}",,December 26,DATE
1.0,,today,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""today""}",,today,DATE
1.0,,8230;]</p>\n,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8230;]</p>\\n""}",,8230;]</p>\n,CARDINAL
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,633,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""633""}",,633,CARDINAL
1.0,,7,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""7""}",,7,CARDINAL
1.0,,year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""year""}",,year,DATE
1.0,,26,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""26""}",,26,CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,December 26',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""December 26'""}",,December 26',DATE
1.0,,today,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""today""}",,today,DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,Earlier this month,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""early this month""}",,Earlier this month,DATE
1.0,,US,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""US""}",,US,GPE
1.0,,Venezuelan,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""venezuelan""}",,Venezuelan,NORP
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,Dec. 10 and a,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 10 and a""}",,Dec. 10 and a,DATE
1.0,,second,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""second""}",,second,ORDINAL
1.0,,Dec. 20,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 20""}",,Dec. 20,DATE
1.0,,Dec. 22,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 22""}",,Dec. 22,DATE
1.0,,US,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""US""}",,US,GPE
1.0,,third,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""third""}",,third,ORDINAL
1.0,,Venezuelan,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""venezuelan""}",,Venezuelan,NORP
1.0,,Caracas,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Caracas""}",,Caracas,GPE
1.0,,8230;]</p>\n,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8230;]</p>\\n""}",,8230;]</p>\n,CARDINAL
1.0,,"4,400","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4,400""}",,"4,400",CARDINAL
1.0,,Venezuela,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Venezuela""}",,Venezuela,GPE
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,626,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""626""}",,626,CARDINAL
1.0,,15,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""15""}",,15,CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,US,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""US""}",,US,GPE
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,Dec. 10 and a second,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 10 and a second""}",,Dec. 10 and a second,DATE
1.0,,Dec. 10 and a second,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 10 and a second""}",,Dec. 10 and a second,DATE
1.0,,20,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""20""}",,20,CARDINAL
1.0,,Dec. 20',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 20'""}",,Dec. 20',DATE
1.0,,22,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""22""}",,22,CARDINAL
1.0,,Dec. 22',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 22'""}",,Dec. 22',DATE
1.0,,US,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""US""}",,US,GPE
1.0,,third,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""third""}",,third,ORDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Caracas,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Caracas""}",,Caracas,GPE
1.0,,Venezuela,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Venezuela""}",,Venezuela,GPE
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,The XRP Ledger (,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the XRP Ledger (""}",,The XRP Ledger (,ORG
1.0,,the year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the year""}",,the year,DATE
1.0,,Dec. 24,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 24""}",,Dec. 24,DATE
1.0,,Denis Angell,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Denis Angell""}",,Denis Angell,PERSON
1.0,,AlphaNet,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""AlphaNet""}",,AlphaNet,ORG
1.0,,8230;]</p>\n,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8230;]</p>\\n""}",,8230;]</p>\n,CARDINAL
1.0,,"2,420","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2,420""}",,"2,420",CARDINAL
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,694,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""694""}",,694,CARDINAL
1.0,,12,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""12""}",,12,CARDINAL
1.0,,Entity(text='The XRP Ledger,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='the XRP Ledger""}",,Entity(text='The XRP Ledger,ORG
1.0,,the XRP Ledger (XRPL',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the XRP Ledger (XRPL'""}",,the XRP Ledger (XRPL',ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,24,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""24""}",,24,CARDINAL
1.0,,Dec. 24',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 24'""}",,Dec. 24',DATE
1.0,,Entity(text='Denis Angell',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='Denis Angell'""}",,Entity(text='Denis Angell',PERSON
1.0,,Denis Angell',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Denis Angell'""}",,Denis Angell',PERSON
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,end_char=323,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=323""}",,end_char=323,PERSON
1.0,,AlphaNet,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""AlphaNet""}",,AlphaNet,ORG
1.0,,"Entity(text=""8216;Q","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text=\""8216;Q""}",,"Entity(text=""8216;Q",GPE
1.0,,8216;q-day',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8216;q-day'""}",,8216;q-day',DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,50,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""50""}",,50,CARDINAL
1.0,,late November,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""late November""}",,late November,DATE
1.0,,year-end,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""year-end""}",,year-end,DATE
1.0,,72,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""72""}",,72,CARDINAL
1.0,,Dec. 24,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 24""}",,Dec. 24,DATE
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,"4,524.30","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4,524.30""}",,"4,524.30",CARDINAL
1.0,,the same day,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the same day""}",,the same day,DATE
1.0,,"87,498.12","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""87,498.12""}",,"87,498.12",CARDINAL
1.0,,roughly 8%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""roughly 8%""}",,roughly 8%,PERCENT
1.0,,the year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the year""}",,the year,DATE
1.0,,30%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""30%""}",,30%,PERCENT
1.0,,8230;]</p>\n,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8230;]</p>\\n""}",,8230;]</p>\n,CARDINAL
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,647,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""647""}",,647,CARDINAL
1.0,,15,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""15""}",,15,CARDINAL
1.0,,November,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""November""}",,November,DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'year-end',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'year-end'""}",,'year-end',DATE
1.0,,'72',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'72'""}",,'72',DATE
1.0,,24,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""24""}",,24,CARDINAL
1.0,,Dec. 24',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Dec. 24'""}",,Dec. 24',DATE
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,"4,524.30","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4,524.30""}",,"4,524.30",CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,8%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8%""}",,8%,PERCENT
1.0,,end_char=302,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=302""}",,end_char=302,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,roughly 8%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""roughly 8%""}",,roughly 8%,PERCENT
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,end_char=323,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=323""}",,end_char=323,PERSON
1.0,,'30%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'30%""}",,'30%,PERCENT
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,The year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the year""}",,The year,DATE
1.0,,three days,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""three day""}",,three days,DATE
1.0,,one,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""one""}",,one,CARDINAL
1.0,,year\'s &,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""year\\'s &""}",,year\'s &,ORG
1.0,,8220;comeback,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8220;comeback""}",,8220;comeback,CARDINAL
1.0,,a few dozen,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""a few dozen""}",,a few dozen,CARDINAL
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,8230;]</p>\n,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8230;]</p>\\n""}",,8230;]</p>\n,CARDINAL
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,673,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""673""}",,673,CARDINAL
1.0,,9,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""9""}",,9,CARDINAL
1.0,,Entity(text='three days',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""entity(text='three day'""}",,Entity(text='three days',DATE
1.0,,three day',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""three day'""}",,three day',DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'year',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'year'""}",,'year',DATE
1.0,,a few dozen,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""a few dozen""}",,a few dozen,CARDINAL
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,1.85,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1.85""}",,1.85,CARDINAL
1.0,,1.77,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1.77""}",,1.77,CARDINAL
1.0,,1.92,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1.92""}",,1.92,CARDINAL
1.0,,2.10.</p>\n,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2.10.</p>\\n""}",,2.10.</p>\n,CARDINAL
1.0,,1.77,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""1.77""}",,1.77,CARDINAL
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,427,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""427""}",,427,CARDINAL
1.0,,6,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6""}",,6,CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,end_char=44,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=44""}",,end_char=44,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,123,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""123""}",,123,CARDINAL
1.0,,Ondo Finance,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Ondo Finance""}",,Ondo Finance,ORG
1.0,,140.</p>\n,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""140.</p>\\n""}",,140.</p>\n,CARDINAL
1.0,,140,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""140""}",,140,CARDINAL
1.0,,Focus as Ondo Tweet Signals Wall Street Shift</a>,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Focus as Ondo Tweet Signals Wall Street Shift</a>""}",,Focus as Ondo Tweet Signals Wall Street Shift</a>,ORG
1.0,,first,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""first""}",,first,ORDINAL
1.0,,436,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""436""}",,436,CARDINAL
1.0,,7,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""7""}",,7,CARDINAL
1.0,,Solana,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Solana""}",,Solana,ORG
1.0,,start_char=23,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=23""}",,start_char=23,NORP
